Nome;Ruolo;Squadra;Lega;Prezzo;CostoOfferta;Eta;ExpectedBonus;ExpectedMalus;Availability;ChancesCreated;AssistRate;Presenze;MediaVoto;Fantamedia;GolFatti;Assist;Ammonizioni;Espulsioni
Braunoder;C;Como;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Alli;C;Como;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Valoti;C;Cremonese;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Bianco;C;Fiorentina;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Stanciu;C;Genoa;Serie A;15;15;;0.0;0.0;0.11;0;0.0;4;5.5;4.75;0;0;0;0
Pierret;C;Lecce;Serie A;18;18;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Rafia;C;Lecce;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Marchwinski;C;Lecce;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Liberali;C;Milan;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Arena;C;Pisa;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Tameze;C;Torino;Serie A;19;19;;0.09;0.09;0.45;0;0.0;17;5.65;5.59;0;0;3;0
Ilic;C;Torino;Serie A;19;19;;0.38;0.06;0.21;0;0.0;8;6.0;5.88;0;0;2;0
Pafundi;C;Udinese;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Santiago;C;Verona;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Kastanos;C;Verona;Serie A;18;18;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Cissè A.;C;Verona;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Rog;C;Cagliari;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Adzic;C;Juventus;Serie A;27;27;;1.53;0.0;0.11;0;0.0;4;6.12;6.88;1;0;0;0
Cuenca H.;C;Genoa;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Vranckx;C;Sassuolo;Serie A;18;18;;0.07;0.06;0.37;0;0.0;14;5.64;5.57;0;0;2;0
Sala A.;C;Lecce;Serie A;20;20;;0.58;0.0;0.11;0;0.25;4;5.75;6.0;0;1;0;0
Stengs;C;Pisa;Serie A;14;14;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Onana J.;C;Genoa;Serie A;16;16;;0.25;0.0;0.05;0;0.0;2;5.75;5.75;0;0;0;0
Cremaschi;C;Parma;Serie A;18;18;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Fofana Sa.;C;Lecce;Serie A;14;14;;0.0;0.0;0.05;0;0.0;2;5.5;5.5;0;0;0;0
Przyborek;C;Lazio;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Lahdo;C;Como;Serie A;14;14;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Martinez L.;A;Inter;Serie A;94;94;;5.78;0.12;0.79;0;0.2;30;6.42;8.25;17;6;4;0
Thuram;A;Inter;Serie A;82;82;;4.88;0.06;0.76;0;0.21;29;6.43;7.95;13;6;2;0
Hojlund;A;Napoli;Serie A;76;76;;4.14;0.03;0.87;0;0.15;33;6.21;7.44;12;5;1;0
Douvikas;A;Como;Serie A;76;76;;4.06;0.0;0.95;0;0.03;36;6.18;7.38;14;1;0;0
Yildiz;A;Juventus;Serie A;72;72;;3.78;0.06;0.92;0;0.17;35;6.39;7.3;10;6;2;0
Berardi;A;Sassuolo;Serie A;61;61;;3.21;0.31;0.68;0;0.15;26;6.31;7.19;8;4;2;1
Malen;A;Roma;Serie A;84;84;;5.73;0.03;0.47;0;0.11;18;6.72;8.97;14;2;1;0
Krstovic;A;Atalanta;Serie A;69;69;;3.59;0.12;0.84;0;0.16;32;6.16;7.19;10;5;4;0
Davis K.;A;Udinese;Serie A;68;68;;3.69;0.15;0.79;0;0.13;30;6.32;7.37;10;4;5;0
Scamacca;A;Atalanta;Serie A;64;64;;3.63;0.06;0.58;0;0.05;22;6.18;7.55;10;1;2;0
Bonazzoli;A;Cremonese;Serie A;65;65;;3.17;0.12;0.92;0;0.06;35;6.16;7.01;10;2;4;0
Esposito F.P.;A;Inter;Serie A;57;57;;2.81;0.03;0.82;0;0.1;31;6.26;7.02;7;3;1;0
Simeone;A;Torino;Serie A;65;65;;3.24;0.03;0.84;0;0.0;32;6.08;7.09;11;0;1;0
Esposito Se.;A;Cagliari;Serie A;59;59;;2.75;0.18;0.95;0;0.11;36;6.26;6.88;7;4;6;0
Laurientè;A;Sassuolo;Serie A;66;66;;3.26;0.12;0.97;0;0.24;37;6.23;6.99;7;9;4;0
Bonny;A;Inter;Serie A;51;51;;2.4;0.03;0.71;0;0.15;27;6.15;6.83;5;4;1;0
Leao;A;Milan;Serie A;61;61;;2.95;0.15;0.74;0;0.11;28;5.88;6.86;9;3;5;0
Soulè;A;Roma;Serie A;56;56;;2.63;0.03;0.84;0;0.16;32;6.12;6.83;6;5;1;0
Castellanos;A;Lazio;Serie A;39;39;;1.86;0.06;0.29;0;0.27;11;6.09;6.82;2;3;2;0
Pellegrino M.;A;Parma;Serie A;58;58;;2.5;0.15;0.97;0;0.0;37;5.99;6.65;9;0;5;0
Nkunku;A;Milan;Serie A;55;55;;2.66;0.0;0.68;0;0.12;26;5.94;6.87;7;3;0;0
Castro S.;A;Bologna;Serie A;53;53;;2.14;0.09;0.92;0;0.03;35;5.93;6.51;7;1;3;0
De Ketelaere;A;Atalanta;Serie A;47;47;;1.95;0.12;0.82;0;0.16;31;6.21;6.6;3;5;4;0
Kean;A;Fiorentina;Serie A;55;55;;2.55;0.12;0.68;0;0.04;26;5.88;6.77;8;1;4;0
Vlahovic;A;Juventus;Serie A;53;53;;2.86;0.0;0.47;0;0.0;18;6.14;7.31;7;0;0;0
Pedro;A;Lazio;Serie A;48;48;;2.19;0.12;0.61;0;0.09;23;6.13;6.78;5;2;4;0
Moreo;A;Pisa;Serie A;52;52;;2.11;0.06;0.92;0;0.0;35;5.99;6.56;7;0;2;0
Pinamonti;A;Sassuolo;Serie A;60;60;;2.71;0.31;0.89;0;0.09;34;5.88;6.62;9;3;2;1
Adams C.;A;Torino;Serie A;53;53;;2.28;0.0;0.84;0;0.09;32;5.98;6.64;6;3;0;0
Thauvin;A;Udinese;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Vardy;A;Cremonese;Serie A;52;52;;2.25;0.15;0.76;0;0.03;29;5.95;6.62;7;1;5;0
Rodriguez Je.;A;Como;Serie A;48;48;;2.1;0.34;0.74;0;0.29;28;6.25;6.66;2;8;3;1
Banda;A;Lecce;Serie A;51;51;;2.12;0.43;0.84;0;0.12;32;6.08;6.55;5;4;6;1
Raspadori;A;Atalanta;Serie A;40;40;;1.91;0.0;0.34;0;0.08;13;6.12;6.88;3;1;0;0
Lukaku;A;Napoli;Serie A;49;49;;4.15;0.03;0.03;0;0.0;1;7.0;9.5;1;0;1;0
Lookman;A;Atalanta;Serie A;32;32;;1.2;0.0;0.26;0;0.0;10;5.8;6.4;2;0;0;0
Colombo;A;Genoa;Serie A;52;52;;2.04;0.06;0.97;0;0.03;37;5.92;6.41;7;1;2;0
Noslin;A;Lazio;Serie A;43;43;;1.76;0.37;0.61;0;0.09;23;6.02;6.5;4;2;4;1
Orban G.;A;Verona;Serie A;52;52;;2.25;0.37;0.74;0;0.07;28;5.82;6.54;7;2;4;1
Vitinha O.;A;Genoa;Serie A;46;46;;1.72;0.15;0.82;0;0.03;31;5.95;6.39;5;1;5;0
David;A;Juventus;Serie A;49;49;;1.89;0.0;0.79;0;0.07;30;5.77;6.33;6;2;0;0
Lang;A;Napoli;Serie A;32;32;;1.13;0.06;0.37;0;0.14;14;6.04;6.32;1;2;2;0
Dybala;A;Roma;Serie A;45;45;;2.1;0.0;0.55;0;0.33;21;6.26;6.74;2;7;0;0
Giovane;A;Napoli;Serie A;47;47;;1.88;0.06;0.82;0;0.19;31;6.0;6.45;3;6;2;0
Kilicsoy;A;Cagliari;Serie A;41;41;;1.88;0.03;0.42;0;0.0;16;6.03;6.78;4;0;1;0
Cambiaghi;A;Bologna;Serie A;43;43;;1.69;0.34;0.63;0;0.17;24;5.98;6.42;3;4;3;1
Diao;A;Como;Serie A;34;34;;1.26;0.06;0.42;0;0.06;16;6.0;6.38;2;1;2;0
Ekuban;A;Genoa;Serie A;43;43;;1.61;0.0;0.74;0;0.04;28;5.96;6.43;4;1;0;0
Gimenez;A;Milan;Serie A;23;23;;0.11;0.06;0.39;0;0.07;15;5.5;5.53;0;1;2;0
Borrelli;A;Cagliari;Serie A;45;45;;1.79;0.12;0.68;0;0.04;26;5.92;6.46;5;1;4;0
Gonzalez N.;A;Juventus;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Cancellieri;A;Lazio;Serie A;42;42;;1.47;0.18;0.74;0;0.04;28;5.93;6.29;4;1;6;0
Cheddira;A;Lecce;Serie A;41;41;;1.49;0.09;0.63;0;0.04;24;5.81;6.31;4;1;3;0
Boga;A;Juventus;Serie A;44;44;;2.33;0.03;0.34;0;0.08;13;6.19;7.15;4;1;1;0
Okereke;A;Cremonese;Serie A;32;32;;1.3;0.0;0.26;0;0.0;10;5.9;6.5;2;0;0;0
Ekhator;A;Genoa;Serie A;37;37;;1.23;0.09;0.66;0;0.0;25;5.96;6.28;3;0;3;0
Dovbyk;A;Roma;Serie A;39;39;;1.8;0.0;0.34;0;0.08;13;6.0;6.77;3;1;0;0
Ferguson E.;A;Roma;Serie A;41;41;;1.97;0.03;0.37;0;0.14;14;6.11;6.86;3;2;1;0
Nzola;A;Sassuolo;Serie A;41;41;;1.44;0.31;0.71;0;0.04;27;5.96;6.26;4;1;2;1
Fullkrug;A;Milan;Serie A;27;27;;0.41;0.0;0.5;0;0.0;19;5.76;5.76;1;0;0;0
Durosinmi;A;Pisa;Serie A;28;28;;0.73;0.28;0.26;0;0.1;10;5.7;6.0;1;1;1;1
Bowie;A;Verona;Serie A;41;41;;1.89;0.03;0.37;0;0.0;14;5.96;6.79;4;0;1;0
Sulemana K.;A;Atalanta;Serie A;35;35;;1.12;0.12;0.55;0;0.05;21;6.0;6.24;2;1;4;0
Piccoli;A;Fiorentina;Serie A;41;41;;1.42;0.03;0.71;0;0.04;27;5.78;6.24;4;1;1;0
Ngonge;A;Torino;Serie A;29;29;;0.73;0.06;0.45;0;0.06;17;5.82;6.0;1;1;2;0
Ratkov;A;Lazio;Serie A;21;21;;0.14;0.0;0.18;0;0.0;7;5.64;5.64;0;0;0;0
Benedyczak;A;Parma;Serie A;30;30;;1.03;0.03;0.26;0;0.1;10;5.95;6.3;1;1;1;0
Zapata D.;A;Torino;Serie A;37;37;;1.16;0.0;0.61;0;0.04;23;5.83;6.13;3;1;0;0
Stulic;A;Lecce;Serie A;40;40;;1.22;0.03;0.79;0;0.0;30;5.73;6.12;4;0;1;0
Solomon;A;Fiorentina;Serie A;34;34;;1.34;0.03;0.34;0;0.08;13;5.96;6.46;2;1;1;0
Vaz;A;Roma;Serie A;28;28;;1.01;0.0;0.18;0;0.0;7;5.93;6.36;1;0;0;0
Tourè E.;A;Atalanta;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Johnsen;A;Cremonese;Serie A;29;29;;1.01;0.0;0.24;0;0.11;9;5.83;6.28;1;1;0;0
N'Dri;A;Lecce;Serie A;31;31;;0.89;0.09;0.45;0;0.0;17;5.82;6.09;2;0;3;0
Buksa;A;Udinese;Serie A;36;36;;1.19;0.09;0.55;0;0.0;21;5.88;6.24;3;0;3;0
Dallinga;A;Bologna;Serie A;33;33;;1.01;0.06;0.5;0;0.05;19;5.82;6.13;2;1;2;0
Addai;A;Como;Serie A;36;36;;1.49;0.12;0.32;0;0.0;12;5.96;6.54;3;0;4;0
Cutrone;A;Parma;Serie A;27;27;;0.58;0.0;0.37;0;0.0;14;5.71;5.93;1;0;0;0
Beltran L.;A;Fiorentina;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Dia;A;Lazio;Serie A;32;32;;0.67;0.03;0.66;0;0.08;25;5.68;5.86;1;2;1;0
Njie;A;Torino;Serie A;29;29;;0.88;0.06;0.26;0;0.1;10;5.8;6.15;1;1;2;0
Sanchez;A;Udinese;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Elphege;A;Parma;Serie A;36;36;;1.76;0.0;0.21;0;0.12;8;6.0;6.88;2;1;0;0
Kuhn;A;Como;Serie A;30;30;;0.98;0.0;0.37;0;0.07;14;5.96;6.25;1;1;0;0
Lucca;A;Napoli;Serie A;26;26;;0.65;0.03;0.24;0;0.0;9;5.72;6.0;1;0;1;0
Djuric;A;Cremonese;Serie A;25;25;;0.58;0.06;0.24;0;0.11;9;6.0;6.0;0;1;2;0
Meister;A;Pisa;Serie A;32;32;;0.63;0.06;0.71;0;0.0;27;5.65;5.83;2;0;2;0
Mulattieri;A;Sassuolo;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Belotti;A;Cagliari;Serie A;39;39;;2.42;0.0;0.11;0;0.0;4;6.12;7.62;2;0;0;0
Gueye;A;Udinese;Serie A;27;27;;0.57;0.06;0.34;0;0.0;13;5.77;5.92;1;0;2;0
Mendy P.;A;Cagliari;Serie A;33;33;;1.42;0.03;0.21;0;0.0;8;5.94;6.62;2;0;1;0
Immobile;A;Bologna;Serie A;20;20;;0.0;0.03;0.16;0;0.0;6;5.58;5.5;0;0;1;0
Taremi;A;Inter;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Okafor;A;Milan;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Lind;A;Pisa;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Sanabria;A;Cremonese;Serie A;30;30;;0.62;0.06;0.61;0;0.04;23;5.76;5.89;1;1;2;0
Bravo;A;Udinese;Serie A;29;29;;1.27;0.03;0.11;0;0.0;4;6.0;6.62;1;0;1;0
Sarr A.;A;Verona;Serie A;26;26;;0.14;0.25;0.76;0;0.0;29;5.67;5.64;0;0;0;1
Mosquera;A;Verona;Serie A;28;28;;0.73;0.03;0.37;0;0.14;14;5.96;6.07;0;2;1;0
Openda;A;Juventus;Serie A;28;28;;0.65;0.0;0.37;0;0.0;14;5.79;6.0;1;0;0;0
Stojilkovic;A;Pisa;Serie A;22;22;;0.08;0.0;0.32;0;0.0;12;5.58;5.58;0;0;0;0
Kulenovic;A;Torino;Serie A;23;23;;0.37;0.06;0.18;0;0.14;7;5.71;5.79;0;1;2;0
Dominguez B.;A;Bologna;Serie A;28;28;;0.78;0.03;0.32;0;0.25;12;5.83;6.04;0;3;1;0
Karlsson;A;Bologna;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Luvumbo;A;Cagliari;Serie A;23;23;;0.3;0.0;0.26;0;0.0;10;5.8;5.8;0;0;0;0
Pavoletti;A;Cagliari;Serie A;28;28;;1.07;0.03;0.16;0;0.0;6;6.0;6.42;1;0;1;0
De Luca;A;Cremonese;Serie A;52;52;;4.65;0.0;0.03;0;0.0;1;7.0;10.0;1;0;0;0
Dzeko;A;Fiorentina;Serie A;20;20;;0.06;0.03;0.21;0;0.0;8;5.62;5.56;0;0;1;0
Almqvist;A;Parma;Serie A;25;25;;0.64;0.0;0.24;0;0.11;9;5.94;6.06;0;1;0;0
Brenner;A;Udinese;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Rocha Livramento;A;Verona;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Camarda;A;Lecce;Serie A;26;26;;0.29;0.03;0.47;0;0.0;18;5.67;5.64;1;0;1;0
Pierini;A;Sassuolo;Serie A;22;22;;0.38;0.03;0.11;0;0.0;4;6.0;5.88;0;0;1;0
Alvarez A.;A;Sassuolo;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Bayo V.;A;Udinese;Serie A;25;25;;0.41;0.0;0.32;0;0.08;12;5.75;5.83;0;1;0;0
Morata;A;Como;Serie A;22;22;;0.0;0.31;0.45;0;0.0;17;5.5;5.21;0;0;2;1
Braschi;A;Fiorentina;Serie A;20;20;;0.25;0.0;0.05;0;0.0;2;5.75;5.75;0;0;0;0
Ambrosino;A;Napoli;Serie A;18;18;;0.0;0.0;0.03;0;0.0;1;5.5;5.5;0;0;0;0
Moumbagna;A;Cremonese;Serie A;20;20;;0.1;0.0;0.13;0;0.0;5;5.6;5.6;0;0;0;0
Albarracin;A;Cagliari;Serie A;22;22;;0.5;0.0;0.05;0;0.0;2;6.0;6.0;0;0;0;0
Mikolajewski;A;Parma;Serie A;22;22;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Azon;A;Como;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Gabrielloni;A;Como;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Nasti;A;Cremonese;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Milik;A;Juventus;Serie A;22;22;;0.5;0.0;0.05;0;0.0;2;6.0;6.0;0;0;0;0
Buffon L.;A;Pisa;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Bonfanti N.;A;Pisa;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Moro L.;A;Sassuolo;Serie A;20;20;;0.0;0.03;0.16;0;0.0;6;5.58;5.5;0;0;1;0
Skjellerup;A;Sassuolo;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Pizarro;A;Udinese;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Aboukhlal;A;Torino;Serie A;22;22;;0.14;0.12;0.29;0;0.0;11;5.77;5.64;0;0;4;0
Frigan;A;Parma;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Kouamè;A;Fiorentina;Serie A;22;22;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Balentien;A;Milan;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
Arena A.;A;Roma;Serie A;22;22;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Isaac;A;Verona;Serie A;22;22;;0.5;0.0;0.03;0;0.0;1;6.0;6.0;0;0;0;0
Trepy;A;Cagliari;Serie A;20;20;;0.17;0.0;0.08;0;0.0;3;5.67;5.67;0;0;0;0
Vermesan;A;Verona;Serie A;25;25;;1.0;0.0;0.03;0;0.0;1;6.5;6.5;0;0;0;0
Mosconi;A;Inter;Serie A;18;18;;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0;0;0;0
